scenario_id,label,episodes,intercept_rate,intercept_rate_wilson_95,duration_p95_s,energy_p95,mean_action_saturation_fraction,performance_limit_utilization,passed
compound-edge,Compound maximum-stress edge case,10,0.0,"[0.0, 0.2775327998628892]",120.0,45.72775668603315,0.06658333333333334,3.8106463905027628,False
crosswind-crossing,High-crosswind crossing target,10,0.2,"[0.05668215145437519, 0.5098375284633583]",120.0,34.99602973668146,0.05176209023044466,4.374503717085182,False
spiral-noisy,Noisy spiral approach,10,0.3,"[0.10779126740630099, 0.6032218525388546]",120.0,43.90878199584693,0.022327968756357695,5.488597749480866,False
agile-pop-up,Agile pop-up attack,10,0.4,"[0.16818032970623614, 0.6873262302663417]",35.4275,12.841919051140346,0.04817357206838539,1.6052398813925433,False
degraded-track,Intermittent degraded sensor track,10,0.5,"[0.236593090512564, 0.7634069094874361]",61.755,21.973796070745237,0.04283333434755347,2.7467245088431547,False
remote-launch,Remote interceptor launch point,10,0.5,"[0.236593090512564, 0.7634069094874361]",27.200000000000003,8.493635049131376,0.05521349057435275,1.061704381141422,False
terrain-mask-low,Low-altitude terrain-mask approach,10,1.0,"[0.7224672001371107, 0.9999999999999999]",15.780000000000001,3.95702324055508,0.052092576790341905,0.494627905069385,False
baseline-direct,Baseline direct approach,10,1.0,"[0.7224672001371107, 0.9999999999999999]",9.255,2.69146573063848,0.06376908706369487,0.33643321632981,False
